FLY_GENE1	FLY_GENE2	PMID_METHOD	INTERACTION_PUBMEDS	PUBMEDURL	INTERACTION_DETECT_METHODS	INTERACTION_SOURCE	DATE_LAST_UPDATED	DATA_VERSION	SYMBOL_BD	SYMBOL_AD	INTERACTION_TYPE	DATA_SOURCE_URL
FBgn0000542	FBgn0003371	21447707(MI:0963(interactome parallel affinity capture))	21447707	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=21447707&dopt=DocSum		IntAct-24-JAN-13	04-FEB-13	2013_02	ec	sgg	pp	
FBgn0010173	FBgn0020299	12767830(MI:0018(2 hybrid))	12767830	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=12767830&dopt=DocSum		BIND-24-JAN-13	04-FEB-13	2013_02	RpA-70	stumps	pp	
FBgn0003134	FBgn0033845	17007873(MI:0018(two hybrid))	17007873	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=17007873&dopt=DocSum		IntAct-24-JAN-13	04-FEB-13	2013_02	Pp1?-96A	mars	pp	
FBgn0003870	FBgn0020496	unassigned4(MI:0045(experimental interaction detection))	unassigned4	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=unassigned4&dopt=DocSum		IntAct-24-JAN-13	04-FEB-13	2013_02	ttk	CtBP	pp	
FBgn0004569	FBgn0015922	10747059(MI:0686(unspecified method))	10747059	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=10747059&dopt=DocSum		BIND-24-JAN-13	04-FEB-13	2013_02	aos	cln	pp	
FBgn0001139	FBgn0010323	unassigned4(MI:0045(experimental interaction detection))	unassigned4	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=unassigned4&dopt=DocSum		IntAct-24-JAN-13	04-FEB-13	2013_02	gro	Gsc	pp	
FBgn0001297	FBgn0015805	15640802(MI:0004(affinity chromatography technology))	15640802	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=15640802&dopt=DocSum		BIND-24-JAN-13	04-FEB-13	2013_02	kay	Rpd3	pp	
FBgn0000635	FBgn0027499	21447707(MI:0963(interactome parallel affinity capture))	21447707	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=21447707&dopt=DocSum		IntAct-24-JAN-13	04-FEB-13	2013_02	Fas2	wde	pp	
FBgn0011648	FBgn0261617	unassigned4(MI:0045(experimental interaction detection))	unassigned4	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=unassigned4&dopt=DocSum		IntAct-24-JAN-13	04-FEB-13	2013_02	Mad	nej	pp	
FBgn0004052	FBgn0015625	17431409(MI:0096(pull down))	17431409	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=17431409&dopt=DocSum		MINT-24-JAN-13	04-FEB-13	2013_02	Z600	CycB3	pp	
FBgn0003371	FBgn0035168	21447707(MI:0963(interactome parallel affinity capture))	21447707	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=21447707&dopt=DocSum		IntAct-24-JAN-13	04-FEB-13	2013_02	sgg	CG13889	pp	
FBgn0001139	FBgn0002609	9371806(MI:0018(two hybrid))	9371806	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=9371806&dopt=DocSum		IntAct-24-JAN-13	04-FEB-13	2013_02	gro	E(spl)m3-HLH	pp	
FBgn0020277	FBgn0020277	-(MI:0114(x-ray diffraction))	-	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=-&dopt=DocSum		BIND-24-JAN-13	04-FEB-13	2013_02	lush	lush	pp	
FBgn0000533	FBgn0000808	1425342(MI:0686(unspecified method)),unassigned4(MI:0045(experimental interaction detection))	1425342,unassigned4	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=1425342,unassigned4&dopt=DocSum		BIND-24-JAN-13,IntAct-24-JAN-13	04-FEB-13	2013_02	ea	gd	pp	
FBgn0016917	FBgn0051716	22159038(MI:0004(affinity chromatography technology))	22159038	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=22159038&dopt=DocSum		BioGRID-24-JAN-13	04-FEB-13	2013_02	Stat92E	Cnot4	pp	
FBgn0000413	FBgn0003270	unassigned4(MI:0045(experimental interaction detection))	unassigned4	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=unassigned4&dopt=DocSum		IntAct-24-JAN-13	04-FEB-13	2013_02	da	amos	pp	
FBgn0039044	FBgn0053554	12697829(MI:0004(affinity chromatography technology))	12697829	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=12697829&dopt=DocSum		BioGRID-24-JAN-13	04-FEB-13	2013_02	p53	Nipped-A	pp	
FBgn0052654	FBgn0053196	21447707(MI:0963(interactome parallel affinity capture))	21447707	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=21447707&dopt=DocSum		IntAct-24-JAN-13	04-FEB-13	2013_02	Sec16	dp	pp	
FBgn0010894	FBgn0020299	12767830(MI:0018(two hybrid))	12767830	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=12767830&dopt=DocSum		IntAct-24-JAN-13	04-FEB-13	2013_02	sinu	stumps	pp	
FBgn0003731	FBgn0004569	unassigned4(MI:0045(experimental interaction detection))	unassigned4	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=unassigned4&dopt=DocSum		IntAct-24-JAN-13	04-FEB-13	2013_02	Egfr	aos	pp	
FBgn0000635	FBgn0032796	21447707(MI:0963(interactome parallel affinity capture))	21447707	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=21447707&dopt=DocSum		IntAct-24-JAN-13	04-FEB-13	2013_02	Fas2	CG10188	pp	
FBgn0003410	FBgn0259220	11014821(MI:0686(unspecified method))	11014821	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=11014821&dopt=DocSum		BIND-24-JAN-13	04-FEB-13	2013_02	sina	Doa	pp	
FBgn0013717	FBgn0036804	18188155(MI:0007(anti tag coimmunoprecipitation),MI:0004(affinity chromatography technology))	18188155	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=18188155&dopt=DocSum		MINT-24-JAN-13,BioGRID-24-JAN-13	04-FEB-13	2013_02	not	Sgf11	pp	
FBgn0015834	FBgn0086706	17392269(MI:0676(tandem affinity purification))	17392269	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=17392269&dopt=DocSum		IntAct-24-JAN-13	04-FEB-13	2013_02	Trip1	pix	pp	
FBgn0000099	FBgn0013764	unassigned4(MI:0045(experimental interaction detection))	unassigned4	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=unassigned4&dopt=DocSum		IntAct-24-JAN-13	04-FEB-13	2013_02	ap	Chi	pp	
FBgn0011259	FBgn0035901	21447707(MI:0963(interactome parallel affinity capture))	21447707	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=21447707&dopt=DocSum		IntAct-24-JAN-13	04-FEB-13	2013_02	Sema-1a	CG6745	pp	
FBgn0037573	FBgn0045862	14973490(MI:0018(2 hybrid),MI:0004(affinity chromatography technology))	14973490	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=14973490&dopt=DocSum		BIND-24-JAN-13	04-FEB-13	2013_02	eIF4AIII	btz	pp	
FBgn0004644	FBgn0087002	15875013(MI:0019(coip),MI:0029(density sedimentation))	15875013	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=15875013&dopt=DocSum		BIND-24-JAN-13	04-FEB-13	2013_02	hh	Rfabg	pp	
FBgn0003687	FBgn0010280	16895980(MI:0004(affinity chromatography technology))	16895980	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=16895980&dopt=DocSum		BioGRID-24-JAN-13	04-FEB-13	2013_02	Tbp	Taf4	pp	
FBgn0000662	FBgn0010109	12444081(MI:0686(unspecified method))	12444081	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=12444081&dopt=DocSum		BIND-24-JAN-13	04-FEB-13	2013_02	fl(2)d	dpn	pp	
FBgn0001341	FBgn0053113	21447707(MI:0963(interactome parallel affinity capture))	21447707	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=21447707&dopt=DocSum		IntAct-24-JAN-13	04-FEB-13	2013_02	l(1)1Bi	Rtnl1	pp	
FBgn0004864	FBgn0043903	11825879(MI:0686(unspecified method))	11825879	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=11825879&dopt=DocSum		BIND-24-JAN-13	04-FEB-13	2013_02	hop	dome	pp	
FBgn0015805	FBgn0030269	20733004(MI:0006(anti bait coimmunoprecipitation))	20733004	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=20733004&dopt=DocSum		IntAct-24-JAN-13	04-FEB-13	2013_02	Rpd3	CG18292	pp	
FBgn0000635	FBgn0052473	21447707(MI:0963(interactome parallel affinity capture))	21447707	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=21447707&dopt=DocSum		IntAct-24-JAN-13	04-FEB-13	2013_02	Fas2	CG32473	pp	
FBgn0024222	FBgn0041205	11018014(MI:0007(anti tag coimmunoprecipitation),MI:0018(two hybrid),MI:0004(affinity chromatography technology))	11018014	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=11018014&dopt=DocSum		IntAct-24-JAN-13,BioGRID-24-JAN-13	04-FEB-13	2013_02	ird5	key	pp	
FBgn0010355	FBgn0061209	15143281(MI:0415(enzymatic study))	15143281	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=15143281&dopt=DocSum		BioGRID-24-JAN-13	04-FEB-13	2013_02	Taf1	His2B:CG17949	pp	
FBgn0000635	FBgn0031752	21447707(MI:0963(interactome parallel affinity capture))	21447707	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=21447707&dopt=DocSum		IntAct-24-JAN-13	04-FEB-13	2013_02	Fas2	CG9044	pp	
FBgn0000591	FBgn0001168	14871887(MI:0096(pull down),MI:0004(affinity chromatography technology))	14871887	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=14871887&dopt=DocSum		IntAct-24-JAN-13,BIND-24-JAN-13	04-FEB-13	2013_02	E(spl)m8-HLH	h	pp	
FBgn0000097	FBgn0000097	15260987(MI:0107(spr),MI:0405(competition binding))	15260987	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=15260987&dopt=DocSum		BIND-24-JAN-13	04-FEB-13	2013_02	aop	aop	pp	
FBgn0027490	FBgn0039280	20813260(MI:0004(affinity chromatography technology),MI:0007(anti tag coimmunoprecipitation))	20813260	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=20813260&dopt=DocSum		BioGRID-24-JAN-13,IntAct-24-JAN-13	04-FEB-13	2013_02	D12	Mocs2	pp	
FBgn0003371	FBgn0039075	21447707(MI:0963(interactome parallel affinity capture))	21447707	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=21447707&dopt=DocSum		IntAct-24-JAN-13	04-FEB-13	2013_02	sgg	CG4393	pp	
FBgn0000535	FBgn0264087	9539129(MI:0007(anti tag coimmunoprecipitation))	9539129	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=9539129&dopt=DocSum		IntAct-24-JAN-13	04-FEB-13	2013_02	eag	Slob	pp	
FBgn0000635	FBgn0053310	21447707(MI:0963(interactome parallel affinity capture))	21447707	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=21447707&dopt=DocSum		IntAct-24-JAN-13	04-FEB-13	2013_02	Fas2	CG33310	pp	
FBgn0000139	FBgn0016984	15280236(MI:0018(2 hybrid),MI:0004(affinity chromatography technology),MI:0019(coip))	15280236	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=15280236&dopt=DocSum		BIND-24-JAN-13	04-FEB-13	2013_02	ash2	sktl	pp	
FBgn0053113	FBgn0259736	21447707(MI:0963(interactome parallel affinity capture))	21447707	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=21447707&dopt=DocSum		IntAct-24-JAN-13	04-FEB-13	2013_02	Rtnl1	CG42390	pp	
FBgn0029113	FBgn0029512	unassigned4(MI:0045(experimental interaction detection))	unassigned4	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=unassigned4&dopt=DocSum		IntAct-24-JAN-13	04-FEB-13	2013_02	Uba2	Aos1	pp	
FBgn0000635	FBgn0027611	21447707(MI:0963(interactome parallel affinity capture))	21447707	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=21447707&dopt=DocSum		IntAct-24-JAN-13	04-FEB-13	2013_02	Fas2	LM408	pp	
FBgn0031759	FBgn0262656	17311883(MI:0004(affinity chromatography technology),MI:0096(pull down))	17311883	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=17311883&dopt=DocSum		BioGRID-24-JAN-13	04-FEB-13	2013_02	lid	dm	pp	
FBgn0004179	FBgn0016975	11069931(MI:0006(anti bait coimmunoprecipitation),MI:0686(unspecified method),MI:0019(coip))	11069931	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=11069931&dopt=DocSum		IntAct-24-JAN-13,BIND-24-JAN-13	04-FEB-13	2013_02	Csp	stnB	pp	
FBgn0000395	FBgn0003371	21447707(MI:0963(interactome parallel affinity capture))	21447707	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=21447707&dopt=DocSum		IntAct-24-JAN-13	04-FEB-13	2013_02	cv-2	sgg	pp	
FBgn0033460	FBgn0264691	22068330(MI:0007(anti tag coimmunoprecipitation))	22068330	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=22068330&dopt=DocSum		IntAct-24-JAN-13	04-FEB-13	2013_02	sec24	Lst8	pp	
FBgn0001624	FBgn0002121	10884224(MI:0686(unspecified method))	10884224	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=10884224&dopt=DocSum		BIND-24-JAN-13	04-FEB-13	2013_02	dlg1	l(2)gl	pp	
FBgn0022238	FBgn0022238	12556479(MI:0018(2 hybrid),MI:0018(two hybrid))	12556479	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=12556479&dopt=DocSum		BIND-24-JAN-13,IntAct-24-JAN-13	04-FEB-13	2013_02	lolal	lolal	pp	
FBgn0010315	FBgn0016131	10970848(MI:0686(unspecified method)),unassigned4(MI:0045(experimental interaction detection)),10970847(MI:0004(affinity chromatography technology)),12586062(MI:0004(affinity chromatography technology))	10970848,unassigned4,10970847,12586062	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=10970848,unassigned4,10970847,12586062&dopt=DocSum		BIND-24-JAN-13,IntAct-24-JAN-13,BioGRID-24-JAN-13	04-FEB-13	2013_02	CycD	Cdk4	pp	
FBgn0000588	FBgn0010313	12771214(MI:0019(coimmunoprecipitation),MI:0018(two hybrid),MI:0096(pull down),MI:0018(2 hybrid),MI:0004(affinity chromatography technology),MI:0019(coip))	12771214	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=12771214&dopt=DocSum		IntAct-24-JAN-13,BIND-24-JAN-13	04-FEB-13	2013_02	esc	corto	pp	
FBgn0020503	FBgn0029688	11076973(MI:0686(unspecified method)),15908943(MI:0019(coip),MI:0004(affinity chromatography technology),MI:0029(density sedimentation)),unassigned4(MI:0045(experimental interaction detection))	11076973,15908943,unassigned4	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=11076973,15908943,unassigned4&dopt=DocSum		BIND-24-JAN-13,IntAct-24-JAN-13	04-FEB-13	2013_02	CLIP-190	lva	pp	
FBgn0003733	FBgn0003751	unassigned4(MI:0045(experimental interaction detection))	unassigned4	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=unassigned4&dopt=DocSum		IntAct-24-JAN-13	04-FEB-13	2013_02	tor	trk	pp	
FBgn0003132	FBgn0261802	17007873(MI:0018(two hybrid))	17007873	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=17007873&dopt=DocSum		IntAct-24-JAN-13	04-FEB-13	2013_02	Pp1-13C	CG42748	pp	
FBgn0003023	FBgn0003944	16455680(MI:0018(two hybrid),MI:0084(phage display),MI:0096(pull down))	16455680	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=16455680&dopt=DocSum		IntAct-24-JAN-13,BioGRID-24-JAN-13	04-FEB-13	2013_02	otu	Ubx	pp	
FBgn0003861	FBgn0261549	10798401(MI:0686(unspecified method))	10798401	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=10798401&dopt=DocSum		BIND-24-JAN-13	04-FEB-13	2013_02	trp	rdgA	pp	
FBgn0025637	FBgn0037613	21827746(MI:0004(affinity chromatography technology))	21827746	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=21827746&dopt=DocSum		BioGRID-24-JAN-13	04-FEB-13	2013_02	skpA	Cks85A	pp	
FBgn0001233	FBgn0003079	unassigned4(MI:0045(experimental interaction detection))	unassigned4	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=unassigned4&dopt=DocSum		IntAct-24-JAN-13	04-FEB-13	2013_02	Hsp83	phl	pp	
FBgn0004870	FBgn0004870	unassigned4(MI:0045(experimental interaction detection))	unassigned4	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=unassigned4&dopt=DocSum		IntAct-24-JAN-13	04-FEB-13	2013_02	bab1	bab1	pp	
FBgn0003134	FBgn0026402	17007873(MI:0018(two hybrid))	17007873	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=17007873&dopt=DocSum		IntAct-24-JAN-13	04-FEB-13	2013_02	Pp1?-96A	NiPp1	pp	
FBgn0003607	FBgn0033233	19061644(MI:0004(affinity chromatography technology))	19061644	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=19061644&dopt=DocSum		BioGRID-24-JAN-13	04-FEB-13	2013_02	Su(var)205	Kdm4A	pp	
FBgn0005386	FBgn0020306	11262242(MI:0686(unspecified method))	11262242	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=11262242&dopt=DocSum		BIND-24-JAN-13	04-FEB-13	2013_02	ash1	dom	pp	
FBgn0004052	FBgn0039302	17431409(MI:0018(two hybrid))	17431409	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=17431409&dopt=DocSum		MINT-24-JAN-13	04-FEB-13	2013_02	Z600	Nup358	pp	
FBgn0000137	FBgn0002609	9371806(MI:0018(two hybrid))	9371806	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=9371806&dopt=DocSum		IntAct-24-JAN-13	04-FEB-13	2013_02	ase	E(spl)m3-HLH	pp	
FBgn0000588	FBgn0024491	12039038(MI:0007(anti tag coimmunoprecipitation))	12039038	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=12039038&dopt=DocSum		IntAct-24-JAN-13	04-FEB-13	2013_02	esc	Bin1	pp	
FBgn0030082	FBgn0261238	11266362(MI:0096(pull down))	11266362	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=11266362&dopt=DocSum		BioGRID-24-JAN-13	04-FEB-13	2013_02	HP1b	Alh	pp	
FBgn0036483	FBgn0053113	21447707(MI:0963(interactome parallel affinity capture))	21447707	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=21447707&dopt=DocSum		IntAct-24-JAN-13	04-FEB-13	2013_02	CG12316	Rtnl1	pp	
FBgn0026319	FBgn0086358	16079232(MI:0004(affinity chromatography technology))	16079232	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=16079232&dopt=DocSum		BioGRID-24-JAN-13	04-FEB-13	2013_02	Traf4	Tab2	pp	
FBgn0020238	FBgn0026317	22068330(MI:0007(anti tag coimmunoprecipitation))	22068330	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=22068330&dopt=DocSum		IntAct-24-JAN-13	04-FEB-13	2013_02	14-3-3?	Tsc1	pp	
FBgn0024227	FBgn0260991	unassigned4(MI:0045(experimental interaction detection)),11352945(MI:0096(pull down))	unassigned4,11352945	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=unassigned4,11352945&dopt=DocSum		IntAct-24-JAN-13,BioGRID-24-JAN-13	04-FEB-13	2013_02	ial	Incenp	pp	
FBgn0000229	FBgn0001297	unassigned4(MI:0045(experimental interaction detection))	unassigned4	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=unassigned4&dopt=DocSum		IntAct-24-JAN-13	04-FEB-13	2013_02	bsk	kay	pp	
FBgn0000591	FBgn0004837	15668164(MI:0413(emsa))	15668164	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=15668164&dopt=DocSum		BIND-24-JAN-13	04-FEB-13	2013_02	E(spl)m8-HLH	Su(H)	pp	
FBgn0066304	FBgn0261560	22068330(MI:0007(anti tag coimmunoprecipitation))	22068330	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=22068330&dopt=DocSum		IntAct-24-JAN-13	04-FEB-13	2013_02	Rpp20	Thor	pp	
FBgn0040465	FBgn0260632	unassigned4(MI:0045(experimental interaction detection)),10660560(MI:0018(2 hybrid),MI:0018(two hybrid))	unassigned4,10660560	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=unassigned4,10660560&dopt=DocSum		IntAct-24-JAN-13,BIND-24-JAN-13,BioGRID-24-JAN-13	04-FEB-13	2013_02	Dip3	dl	pp	
FBgn0036340	FBgn0053196	21447707(MI:0963(interactome parallel affinity capture))	21447707	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=21447707&dopt=DocSum		IntAct-24-JAN-13	04-FEB-13	2013_02	SRm160	dp	pp	
FBgn0013726	FBgn0023180	unassigned4(MI:0045(experimental interaction detection))	unassigned4	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=unassigned4&dopt=DocSum		IntAct-24-JAN-13	04-FEB-13	2013_02	pnut	Orc6	pp	
FBgn0010247	FBgn0026372	17827147(MI:0004(affinity chromatography technology)),unassigned4(MI:0045(experimental interaction detection))	17827147,unassigned4	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=17827147,unassigned4&dopt=DocSum		BioGRID-24-JAN-13,IntAct-24-JAN-13	04-FEB-13	2013_02	Parp	RpL23A	pp	
FBgn0003944	FBgn0011817	16455680(MI:0004(affinity chromatography technology),MI:0018(two hybrid),MI:0096(pull down))	16455680	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=16455680&dopt=DocSum		BioGRID-24-JAN-13,IntAct-24-JAN-13	04-FEB-13	2013_02	Ubx	nmo	pp	
FBgn0000499	FBgn0086898	15937478(MI:0019(coip),MI:0004(affinity chromatography technology),MI:0405(competition binding),MI:0018(2 hybrid))	15937478	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=15937478&dopt=DocSum		BIND-24-JAN-13	04-FEB-13	2013_02	dsh	dgo	pp	
FBgn0000319	FBgn0024432	20111007(MI:0007(anti tag coimmunoprecipitation))	20111007	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=20111007&dopt=DocSum		MINT-24-JAN-13	04-FEB-13	2013_02	Chc	Dlc90F	pp	
FBgn0003996	FBgn0033659	11337486(MI:0686(unspecified method))	11337486	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=11337486&dopt=DocSum		BIND-24-JAN-13	04-FEB-13	2013_02	w	Damm	pp	
FBgn0003444	FBgn0004644	unassigned4(MI:0045(experimental interaction detection)),8700230(MI:0686(unspecified method))	unassigned4,8700230	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=unassigned4,8700230&dopt=DocSum		IntAct-24-JAN-13,BIND-24-JAN-13	04-FEB-13	2013_02	smo	hh	pp	
FBgn0000212	FBgn0015799	12093739(MI:0004(affinity chromatography technology))	12093739	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=12093739&dopt=DocSum		BioGRID-24-JAN-13	04-FEB-13	2013_02	brm	Rbf	pp	
FBgn0259172	FBgn0259986	17428824(MI:0096(pull down))	17428824	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=17428824&dopt=DocSum		IntAct-24-JAN-13	04-FEB-13	2013_02	rn	nab	pp	
FBgn0024248	FBgn0038197	12908874(MI:0686(unspecified method))	12908874	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=12908874&dopt=DocSum		BIND-24-JAN-13	04-FEB-13	2013_02	chico	foxo	pp	
FBgn0053113	FBgn0261380	21447707(MI:0963(interactome parallel affinity capture))	21447707	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=21447707&dopt=DocSum		IntAct-24-JAN-13	04-FEB-13	2013_02	Rtnl1	mRpL37	pp	
FBgn0002924	FBgn0003545	11973304(MI:0686(unspecified method))	11973304	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=11973304&dopt=DocSum		BIND-24-JAN-13	04-FEB-13	2013_02	ncd	sub	pp	
FBgn0028740	FBgn0053113	21447707(MI:0963(interactome parallel affinity capture))	21447707	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=21447707&dopt=DocSum		IntAct-24-JAN-13	04-FEB-13	2013_02	CG6362	Rtnl1	pp	
