FBGN_GENE1_BD	FBGN_GENE2_AD	GENE1_INTERACTIONS_AS_BD	GENE1_INTERACTIONS_TOTAL	GENE2_INTERACTIONS_AS_AD	GENE2_INTERACTIONS_TOTAL	SCREEN	REFERENCE	DATE1	C_LEU	C_LACZ	C_SUM	MATRIX	IST	MATRIX_DETECTIONS	ISTS_RFCS	DATA_VERSION	DATE_LAST_UPDATED	PUBMEDURL	SYMBOL_BD	SYMBOL_AD	INTERACTION_TYPE	INTERACTION_DETECT_METHODS
FBgn0086134	FBgn0013987	14	24	3	3	Test of conservation-based predictions from Sharan 2005 PMID:15687504	19079254	02-JUL-08	1	0	1	Yes	No	1	0	2013_02	04-FEB-13	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=19079254&dopt=DocSum	Pros25	MAPk-Ak2	pp	MI:0727 (yeast two-hybrid)
FBgn0086134	FBgn0016697	14	24	1	1	Test of conservation-based predictions from Sharan 2005 PMID:15687504	19079254	02-JUL-08	1	0	1	Yes	No	1	0	2013_02	04-FEB-13	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=19079254&dopt=DocSum	Pros25	Pros?5	pp	MI:0727 (yeast two-hybrid)
FBgn0086134	FBgn0020369	14	24	1	19	Test of combined evidence predictions (JY) 9_2006	19079254	02-JUL-08	3	0	3	Yes	No	1	0	2013_02	04-FEB-13	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=19079254&dopt=DocSum	Pros25	Pros45	pp	MI:0727 (yeast two-hybrid)
FBgn0086134	FBgn0023174	14	24	3	4	Test of combined evidence predictions (JY) 9_2006	19079254	02-JUL-08	3	0	3	Yes	No	1	0	2013_02	04-FEB-13	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=19079254&dopt=DocSum	Pros25	Pros?2	pp	MI:0727 (yeast two-hybrid)
FBgn0086134	FBgn0026380	14	24	16	19	Test of combined evidence predictions (JY) 9_2006	19079254	02-JUL-08	3	1	4	Yes	No	1	0	2013_02	04-FEB-13	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=19079254&dopt=DocSum	Pros25	Pros?3	pp	MI:0727 (yeast two-hybrid)
FBgn0086134	FBgn0027054	14	24	6	6	Test of conservation-based predictions from Sharan 2005 PMID:15687504	19079254	02-JUL-08	1	0	1	Yes	No	1	0	2013_02	04-FEB-13	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=19079254&dopt=DocSum	Pros25	CSN4	pp	MI:0727 (yeast two-hybrid)
FBgn0086134	FBgn0028685	14	24	5	17	Test of conservation-based predictions from Sharan 2005 PMID:15687504	19079254	02-JUL-08	1	0	1	Yes	No	1	0	2013_02	04-FEB-13	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=19079254&dopt=DocSum	Pros25	Rpt4	pp	MI:0727 (yeast two-hybrid)
FBgn0086134	FBgn0029134	14	24	10	13	Test of combined evidence predictions (JY) 9_2006	19079254	02-JUL-08	3	1	4	Yes	No	1	0	2013_02	04-FEB-13	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=19079254&dopt=DocSum	Pros25	Pros?5	pp	MI:0727 (yeast two-hybrid)
FBgn0086134	FBgn0032419	14	24	3	3	Test of random pairs 9_2006	19079254	02-JUL-08	1	0	1	Yes	No	1	0	2013_02	04-FEB-13	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=19079254&dopt=DocSum	Pros25	CG17217	pp	MI:0727 (yeast two-hybrid)
FBgn0086134	FBgn0032596	14	24	9	24	Test of combined evidence predictions (JY) 9_2006|Test of conservation-based predictions from Sharan 2005 PMID:15687504	19079254	02-JUL-08	1	1	2	Yes	No	1	0	2013_02	04-FEB-13	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=19079254&dopt=DocSum	Pros25	CG17331	pp	MI:0727 (yeast two-hybrid)
FBgn0086134	FBgn0034842	14	24	10	15	Test of conservation-based predictions from Sharan 2005 PMID:15687504	19079254	02-JUL-08	2	1	3	Yes	No	1	0	2013_02	04-FEB-13	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=19079254&dopt=DocSum	Pros25	Pros?5R	pp	MI:0727 (yeast two-hybrid)
FBgn0086134	FBgn0035443	14	24	18	18	Test of conservation-based predictions from Sharan 2005 PMID:15687504	19079254	02-JUL-08	2	1	3	Yes	No	1	0	2013_02	04-FEB-13	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=19079254&dopt=DocSum	Pros25	CG12010	pp	MI:0727 (yeast two-hybrid)
FBgn0086134	FBgn0250746	14	24	8	9	Test of combined evidence predictions (JY) 9_2006|Test of conservation-based predictions from Sharan 2005 PMID:15687504	19079254	02-JUL-08	2	1	3	Yes	No	1	0	2013_02	04-FEB-13	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=19079254&dopt=DocSum	Pros25	Pros?7	pp	MI:0727 (yeast two-hybrid)
FBgn0261530	FBgn0026409	3	3	2	3	Finley lab: Cell cycle baits	15575970	14-JUN-04	2	0	2	No	Yes	0	2	2013_02	04-FEB-13	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=15575970&dopt=DocSum	nbs	Mpcp	pp	MI:0727 (yeast two-hybrid)
FBgn0261530	FBgn0039543	3	3	7	7	Finley lab: Cell cycle baits	15575970	14-JUN-04	2	0	2	No	Yes	0	6	2013_02	04-FEB-13	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=15575970&dopt=DocSum	nbs	CG12428	pp	MI:0727 (yeast two-hybrid)
FBgn0261530	FBgn0051634	3	3	5	5	Finley lab: Cell cycle baits	15575970	14-JUN-04	2	0	2	No	Yes	0	2	2013_02	04-FEB-13	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=15575970&dopt=DocSum	nbs	Oatp26F	pp	MI:0727 (yeast two-hybrid)
FBgn0086377	FBgn0036643	1	3	5	13	Test of combined evidence predictions (JY) 9_2006	19079254	02-JUL-08	0	1	1	Yes	No	1	0	2013_02	04-FEB-13	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=19079254&dopt=DocSum	Syx7	Syx8	pp	MI:0727 (yeast two-hybrid)
FBgn0086447	FBgn0037963	1	8	2	2	Test of random pairs 9_2006	19079254	02-JUL-08	0	2	2	Yes	No	1	0	2013_02	04-FEB-13	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=19079254&dopt=DocSum	l(2)37Cg	Cad87A	pp	MI:0727 (yeast two-hybrid)
FBgn0086675	FBgn0015818	1	4	1	1	Test of conservation-based predictions from Sharan 2005 PMID:15687504	19079254	02-JUL-08	0	1	1	Yes	No	1	0	2013_02	04-FEB-13	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=19079254&dopt=DocSum	fne	Spx	pp	MI:0727 (yeast two-hybrid)
FBgn0086736	FBgn0039805	1	2	6	15	Test of random pairs 9_2006	19079254	02-JUL-08	2	2	4	Yes	No	1	0	2013_02	04-FEB-13	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=19079254&dopt=DocSum	GckIII	Cpr100A	pp	MI:0727 (yeast two-hybrid)
FBgn0086915	FBgn0000497	10	11	3	3	Library screen IST01256	18840285	02-JUL-08	3	3	6	Yes	Yes	1	1	2013_02	04-FEB-13	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=18840285&dopt=DocSum	Mst77F	ds	pp	MI:0727 (yeast two-hybrid)
FBgn0086915	FBgn0017457	10	11	1	1	Library screen IST01256	18840285	02-JUL-08	0	3	3	Yes	Yes	1	5	2013_02	04-FEB-13	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=18840285&dopt=DocSum	Mst77F	U2af38	pp	MI:0727 (yeast two-hybrid)
FBgn0086915	FBgn0027524	10	11	2	2	Test of random pairs 9_2006	19079254	02-JUL-08	2	0	2	Yes	No	1	0	2013_02	04-FEB-13	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=19079254&dopt=DocSum	Mst77F	CG3909	pp	MI:0727 (yeast two-hybrid)
FBgn0086915	FBgn0032224	10	11	2	2	Library screen IST01256	18840285	02-JUL-08	0	1	1	Yes	Yes	1	1	2013_02	04-FEB-13	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=18840285&dopt=DocSum	Mst77F	Sps2	pp	MI:0727 (yeast two-hybrid)
FBgn0086915	FBgn0035063	10	11	6	6	Library screen IST01256	18840285	02-JUL-08	0	2	2	Yes	Yes	1	2	2013_02	04-FEB-13	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=18840285&dopt=DocSum	Mst77F	Eap	pp	MI:0727 (yeast two-hybrid)
FBgn0086915	FBgn0035153	10	11	6	6	Library screen IST01256	18840285	02-JUL-08	2	1	3	Yes	Yes	1	2	2013_02	04-FEB-13	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=18840285&dopt=DocSum	Mst77F	ebd1	pp	MI:0727 (yeast two-hybrid)
FBgn0086915	FBgn0037202	10	11	1	1	Library screen IST01256	18840285	02-JUL-08	0	3	3	Yes	Yes	1	2	2013_02	04-FEB-13	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=18840285&dopt=DocSum	Mst77F	Ssl1	pp	MI:0727 (yeast two-hybrid)
FBgn0086915	FBgn0038942	10	11	2	2	Library screen IST01256	18840285	02-JUL-08	0	1	1	Yes	Yes	1	1	2013_02	04-FEB-13	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=18840285&dopt=DocSum	Mst77F	CG13862	pp	MI:0727 (yeast two-hybrid)
FBgn0086915	FBgn0041789	10	11	2	2	Library screen IST01256	18840285	02-JUL-08	0	1	1	Yes	Yes	1	1	2013_02	04-FEB-13	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=18840285&dopt=DocSum	Mst77F	Pax	pp	MI:0727 (yeast two-hybrid)
FBgn0086915	FBgn0051646	10	11	9	9	Library screen IST01256	18840285	02-JUL-08	0	2	2	Yes	Yes	1	9	2013_02	04-FEB-13	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=18840285&dopt=DocSum	Mst77F	CG31646	pp	MI:0727 (yeast two-hybrid)
FBgn0087013	FBgn0001215	8	8	1	1	Test of conservation-based predictions from Sharan 2005 PMID:15687504	19079254	02-JUL-08	2	1	3	Yes	No	1	0	2013_02	04-FEB-13	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=19079254&dopt=DocSum	Kary?3	Hrb98DE	pp	MI:0727 (yeast two-hybrid)
FBgn0087013	FBgn0265297	8	8	1	1	Test of conservation-based predictions from Sharan 2005 PMID:15687504	19079254	02-JUL-08	2	2	4	Yes	No	3	0	2013_02	04-FEB-13	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=19079254&dopt=DocSum	Kary?3	pAbp	pp	MI:0727 (yeast two-hybrid)
FBgn0087013	FBgn0010258	8	8	2	2	Test of conservation-based predictions from Sharan 2005 PMID:15687504	19079254	02-JUL-08	1	1	2	Yes	No	1	0	2013_02	04-FEB-13	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=19079254&dopt=DocSum	Kary?3	Rbp4	pp	MI:0727 (yeast two-hybrid)
FBgn0087013	FBgn0010263	8	8	2	4	Test of conservation-based predictions from Sharan 2005 PMID:15687504	19079254	02-JUL-08	1	1	2	Yes	No	3	0	2013_02	04-FEB-13	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=19079254&dopt=DocSum	Kary?3	Rbp9	pp	MI:0727 (yeast two-hybrid)
FBgn0087013	FBgn0024987	8	8	4	4	Test of conservation-based predictions from Sharan 2005 PMID:15687504	19079254	02-JUL-08	1	1	2	Yes	No	1	0	2013_02	04-FEB-13	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=19079254&dopt=DocSum	Kary?3	ssx	pp	MI:0727 (yeast two-hybrid)
FBgn0087013	FBgn0025790	8	8	2	7	Test of conservation-based predictions from Sharan 2005 PMID:15687504	19079254	02-JUL-08	0	2	2	Yes	No	2	0	2013_02	04-FEB-13	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=19079254&dopt=DocSum	Kary?3	TBPH	pp	MI:0727 (yeast two-hybrid)
FBgn0087013	FBgn0086675	8	8	3	4	Test of conservation-based predictions from Sharan 2005 PMID:15687504	19079254	02-JUL-08	1	1	2	Yes	No	2	0	2013_02	04-FEB-13	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=19079254&dopt=DocSum	Kary?3	fne	pp	MI:0727 (yeast two-hybrid)
FBgn0087013	FBgn0263396	8	8	1	1	Test of conservation-based predictions from Sharan 2005 PMID:15687504	19079254	02-JUL-08	1	1	2	Yes	No	2	0	2013_02	04-FEB-13	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=19079254&dopt=DocSum	Kary?3	sqd	pp	MI:0727 (yeast two-hybrid)
FBgn0250746	FBgn0029134	1	9	10	13	Test of combined evidence predictions (JY) 9_2006	19079254	02-JUL-08	1	0	1	Yes	No	1	0	2013_02	04-FEB-13	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=19079254&dopt=DocSum	Pros?7	Pros?5	pp	MI:0727 (yeast two-hybrid)
FBgn0250791	FBgn0010548	35	40	16	16	Finley Lab: Random baits 2425	14613974	17-NOV-03	1	3	4	Yes	No	3	0	2013_02	04-FEB-13	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=14613974&dopt=DocSum	Snap	Aldh-III	pp	MI:0727 (yeast two-hybrid)
FBgn0250791	FBgn0013343	35	40	10	21	Test of combined evidence predictions (JY) 9_2006	19079254	02-JUL-08	2	3	5	Yes	No	1	0	2013_02	04-FEB-13	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=19079254&dopt=DocSum	Snap	Syx1A	pp	MI:0727 (yeast two-hybrid)
FBgn0250791	FBgn0024189	35	40	60	60	Finley Lab: Random baits 2425	14613974	17-NOV-03	2	2	4	Yes	No	1	0	2013_02	04-FEB-13	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=14613974&dopt=DocSum	Snap	sns	pp	MI:0727 (yeast two-hybrid)
FBgn0250791	FBgn0024975	35	40	9	9	Finley Lab: Random baits 2425	14613974	17-NOV-03	1	0	1	Yes	No	1	0	2013_02	04-FEB-13	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=14613974&dopt=DocSum	Snap	CG2712	pp	MI:0727 (yeast two-hybrid)
FBgn0250791	FBgn0265003	35	40	1	1	Finley Lab: Random baits 2425	14613974	17-NOV-03	0	4	4	Yes	No	1	0	2013_02	04-FEB-13	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=14613974&dopt=DocSum	Snap	koi	pp	MI:0727 (yeast two-hybrid)
FBgn0250791	FBgn0029603	35	40	3	3	Library screen IST01256	18840285	02-JUL-08	1	3	4	Yes	Yes	1	2	2013_02	04-FEB-13	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=18840285&dopt=DocSum	Snap	CG14053	pp	MI:0727 (yeast two-hybrid)
FBgn0250791	FBgn0029663	35	40	8	8	Finley Lab: Random baits 2425	14613974	17-NOV-03	1	1	2	Yes	No	1	0	2013_02	04-FEB-13	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=14613974&dopt=DocSum	Snap	CG10804	pp	MI:0727 (yeast two-hybrid)
FBgn0250791	FBgn0031106	35	40	3	11	Test of combined evidence predictions (JY) 9_2006	19079254	02-JUL-08	2	0	2	Yes	No	1	0	2013_02	04-FEB-13	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=19079254&dopt=DocSum	Snap	Syx16	pp	MI:0727 (yeast two-hybrid)
FBgn0250791	FBgn0031245	35	40	1	1	Finley Lab: Random baits 2425	14613974	17-NOV-03	0	4	4	Yes	No	1	0	2013_02	04-FEB-13	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=14613974&dopt=DocSum	Snap	CG3625	pp	MI:0727 (yeast two-hybrid)
FBgn0250791	FBgn0031939	35	40	1	1	Library screen IST01256	18840285	02-JUL-08	2	0	2	Yes	Yes	1	3	2013_02	04-FEB-13	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=18840285&dopt=DocSum	Snap	CG13796	pp	MI:0727 (yeast two-hybrid)
FBgn0250791	FBgn0032129	35	40	7	7	Finley Lab: Random baits 2425	14613974	17-NOV-03	3	5	8	No	Yes	0	1	2013_02	04-FEB-13	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=14613974&dopt=DocSum	Snap	jp	pp	MI:0727 (yeast two-hybrid)
FBgn0250791	FBgn0034141	35	40	1	12	Library screen IST01256	18840285	02-JUL-08	4	0	4	Yes	Yes	1	1	2013_02	04-FEB-13	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=18840285&dopt=DocSum	Snap	CG8311	pp	MI:0727 (yeast two-hybrid)
FBgn0250791	FBgn0035091	35	40	3	3	Finley Lab: Random baits 2425	14613974	17-NOV-03	0	3	3	Yes	No	1	0	2013_02	04-FEB-13	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=14613974&dopt=DocSum	Snap	CG3829	pp	MI:0727 (yeast two-hybrid)
FBgn0250791	FBgn0260862	35	40	3	3	Test of combined evidence predictions (JY) 9_2006	19079254	02-JUL-08	2	3	5	Yes	No	1	0	2013_02	04-FEB-13	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=19079254&dopt=DocSum	Snap	Vti1	pp	MI:0727 (yeast two-hybrid)
FBgn0250791	FBgn0035321	35	40	2	2	Finley Lab: Random baits 2425	14613974	17-NOV-03	0	5	5	Yes	No	1	0	2013_02	04-FEB-13	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=14613974&dopt=DocSum	Snap	CG1275	pp	MI:0727 (yeast two-hybrid)
FBgn0250791	FBgn0035504	35	40	7	7	Finley Lab: Random baits 2425	14613974	17-NOV-03	1	0	1	Yes	No	1	0	2013_02	04-FEB-13	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=14613974&dopt=DocSum	Snap	Teh4	pp	MI:0727 (yeast two-hybrid)
FBgn0250791	FBgn0035540	35	40	3	5	Test of combined evidence predictions (JY) 9_2006	19079254	02-JUL-08	2	2	4	Yes	No	1	0	2013_02	04-FEB-13	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=19079254&dopt=DocSum	Snap	Syx17	pp	MI:0727 (yeast two-hybrid)
FBgn0250791	FBgn0036257	35	40	28	61	Library screen IST01256	18840285	02-JUL-08	5	1	6	Yes	Yes	1	5	2013_02	04-FEB-13	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=18840285&dopt=DocSum	Snap	RhoGAP68F	pp	MI:0727 (yeast two-hybrid)
FBgn0250791	FBgn0036341	35	40	1	1	Test of combined evidence predictions (JY) 9_2006	19079254	02-JUL-08	2	0	2	Yes	No	1	0	2013_02	04-FEB-13	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=19079254&dopt=DocSum	Snap	Syx13	pp	MI:0727 (yeast two-hybrid)
FBgn0250791	FBgn0036643	35	40	5	13	Test of combined evidence predictions (JY) 9_2006	19079254	02-JUL-08	2	4	6	Yes	No	1	0	2013_02	04-FEB-13	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=19079254&dopt=DocSum	Snap	Syx8	pp	MI:0727 (yeast two-hybrid)
FBgn0264087	FBgn0085428	47	47	4	4	Untouched Proteome 2010	unpublished	14-SEP-10	1	2	3	Yes	No	2	0	2013_02	04-FEB-13		Slob	Nox	pp	MI:0727 (yeast two-hybrid)
FBgn0010497	FBgn0085428	47	47	4	4	Untouched Proteome 2010	unpublished	14-SEP-10	1	0	1	Yes	No	2	0	2013_02	04-FEB-13		dmGlut	Nox	pp	MI:0727 (yeast two-hybrid)
FBgn0264087	FBgn0035426	47	47	1	8	Untouched Proteome 2010	unpublished	14-SEP-10	1	0	1	Yes	No	2	0	2013_02	04-FEB-13		Slob	CG12078	pp	MI:0727 (yeast two-hybrid)
FBgn0085382	FBgn0038714	36	38	9	12	Untouched Proteome 2010	unpublished	14-SEP-10	0	5	5	Yes	No	2	0	2013_02	04-FEB-13		CG34353	Cpr92A	pp	MI:0727 (yeast two-hybrid)
FBgn0036183	FBgn0038714	49	49	9	12	Untouched Proteome 2010	unpublished	14-SEP-10	0	5	5	Yes	No	3	0	2013_02	04-FEB-13		CG6083	Cpr92A	pp	MI:0727 (yeast two-hybrid)
FBgn0035981	FBgn0038714	20	20	9	12	Untouched Proteome 2010	unpublished	14-SEP-10	0	1	1	Yes	No	2	0	2013_02	04-FEB-13		CG4452	Cpr92A	pp	MI:0727 (yeast two-hybrid)
FBgn0034200	FBgn0038714	24	25	9	12	Untouched Proteome 2010	unpublished	14-SEP-10	2	5	7	Yes	No	2	0	2013_02	04-FEB-13		CG11395	Cpr92A	pp	MI:0727 (yeast two-hybrid)
FBgn0033342	FBgn0038714	11	11	9	12	Untouched Proteome 2010	unpublished	14-SEP-10	0	3	3	Yes	No	2	0	2013_02	04-FEB-13		CG8258	Cpr92A	pp	MI:0727 (yeast two-hybrid)
FBgn0045759	FBgn0038714	46	46	9	12	Untouched Proteome 2010	unpublished	14-SEP-10	3	5	8	Yes	No	2	0	2013_02	04-FEB-13		bin	Cpr92A	pp	MI:0727 (yeast two-hybrid)
FBgn0085382	FBgn0259236	36	38	1	1	Untouched Proteome 2010	unpublished	14-SEP-10	2	0	2	Yes	No	2	0	2013_02	04-FEB-13		CG34353	comm3	pp	MI:0727 (yeast two-hybrid)
FBgn0085382	FBgn0039481	36	38	5	5	Untouched Proteome 2010	unpublished	14-SEP-10	0	2	2	Yes	No	2	0	2013_02	04-FEB-13		CG34353	Cpr97Eb	pp	MI:0727 (yeast two-hybrid)
FBgn0045759	FBgn0039481	46	46	5	5	Untouched Proteome 2010	unpublished	14-SEP-10	2	3	5	Yes	No	2	0	2013_02	04-FEB-13		bin	Cpr97Eb	pp	MI:0727 (yeast two-hybrid)
FBgn0034200	FBgn0035546	24	25	4	5	Untouched Proteome 2010	unpublished	14-SEP-10	0	3	3	Yes	No	2	0	2013_02	04-FEB-13		CG11395	CG11345	pp	MI:0727 (yeast two-hybrid)
FBgn0045759	FBgn0035546	46	46	4	5	Untouched Proteome 2010	unpublished	14-SEP-10	3	3	6	Yes	No	2	0	2013_02	04-FEB-13		bin	CG11345	pp	MI:0727 (yeast two-hybrid)
FBgn0036183	FBgn0034666	49	49	2	2	Untouched Proteome 2010	unpublished	14-SEP-10	2	3	5	Yes	No	3	0	2013_02	04-FEB-13		CG6083	CG9294	pp	MI:0727 (yeast two-hybrid)
FBgn0032453	FBgn0030082	11	11	3	7	Untouched Proteome 2010	unpublished	14-SEP-10	3	3	6	Yes	No	2	0	2013_02	04-FEB-13		CG6180	HP1b	pp	MI:0727 (yeast two-hybrid)
FBgn0034206	FBgn0039977	7	7	1	1	Untouched Proteome 2010	unpublished	14-SEP-10	1	0	1	Yes	No	2	0	2013_02	04-FEB-13		CG18469	CG17454	pp	MI:0727 (yeast two-hybrid)
FBgn0033677	FBgn0032072	3	3	1	1	Untouched Proteome 2010	unpublished	14-SEP-10	2	0	2	Yes	No	2	0	2013_02	04-FEB-13		CG8321	CG9483	pp	MI:0727 (yeast two-hybrid)
FBgn0034200	FBgn0030976	24	25	2	2	Untouched Proteome 2010	unpublished	14-SEP-10	1	0	1	Yes	No	2	0	2013_02	04-FEB-13		CG11395	CG7378	pp	MI:0727 (yeast two-hybrid)
FBgn0033512	FBgn0034512	33	33	4	4	Untouched Proteome 2010	unpublished	14-SEP-10	2	1	3	Yes	No	2	0	2013_02	04-FEB-13		CG12902	CG18067	pp	MI:0727 (yeast two-hybrid)
FBgn0039942	FBgn0039448	20	25	1	1	Untouched Proteome 2010	unpublished	14-SEP-10	1	0	1	Yes	No	2	0	2013_02	04-FEB-13		CG17163	TwdlQ	pp	MI:0727 (yeast two-hybrid)
FBgn0038737	FBgn0032487	15	15	4	7	Untouched Proteome 2010	unpublished	14-SEP-10	3	0	3	Yes	No	2	0	2013_02	04-FEB-13		CG11447	Ski6	pp	MI:0727 (yeast two-hybrid)
FBgn0038281	FBgn0032487	39	39	4	7	Untouched Proteome 2010	unpublished	14-SEP-10	3	2	5	Yes	No	2	0	2013_02	04-FEB-13		RpL10Aa	Ski6	pp	MI:0727 (yeast two-hybrid)
FBgn0040237	FBgn0032487	5	5	4	7	Untouched Proteome 2010	unpublished	14-SEP-10	1	0	1	Yes	No	2	0	2013_02	04-FEB-13		bor	Ski6	pp	MI:0727 (yeast two-hybrid)
FBgn0263111	FBgn0034499	36	36	24	38	Untouched Proteome 2010	unpublished	14-SEP-10	1	3	4	Yes	No	2	0	2013_02	04-FEB-13		cac	Cpr56F	pp	MI:0727 (yeast two-hybrid)
FBgn0085382	FBgn0034499	36	38	24	38	Untouched Proteome 2010	unpublished	14-SEP-10	2	3	5	Yes	No	2	0	2013_02	04-FEB-13		CG34353	Cpr56F	pp	MI:0727 (yeast two-hybrid)
FBgn0032110	FBgn0034499	6	6	24	38	Untouched Proteome 2010	unpublished	14-SEP-10	1	3	4	Yes	No	2	0	2013_02	04-FEB-13		CG3748	Cpr56F	pp	MI:0727 (yeast two-hybrid)
FBgn0036654	FBgn0034499	10	10	24	38	Untouched Proteome 2010	unpublished	14-SEP-10	1	2	3	Yes	No	2	0	2013_02	04-FEB-13		CG9692	Cpr56F	pp	MI:0727 (yeast two-hybrid)
FBgn0032031	FBgn0034499	22	22	24	38	Untouched Proteome 2010	unpublished	14-SEP-10	1	1	2	Yes	No	2	0	2013_02	04-FEB-13		CG13390	Cpr56F	pp	MI:0727 (yeast two-hybrid)
FBgn0031128	FBgn0034499	6	6	24	38	Untouched Proteome 2010	unpublished	14-SEP-10	1	3	4	Yes	No	2	0	2013_02	04-FEB-13		hydra	Cpr56F	pp	MI:0727 (yeast two-hybrid)
